,date,cust_1,cust_2,cust_3,cust_4,cust_5,cust_6,cust_7,cust_8,cust_9,cust_10,cust_11,cust_12,cust_13,cust_14,cust_15
1065,2015-12-02,12,24,23,13,20,7,19,13,17,13,32,61,49,39,26
1066,2015-12-03,14,20,13,17,12,12,15,19,21,17,43,54,49,51,33
1067,2015-12-04,29,27,14,7,17,19,10,17,15,14,42,55,45,45,31
1068,2015-12-05,12,20,22,18,7,11,8,23,17,17,50,69,70,61,47
1069,2015-12-06,14,22,23,21,10,14,14,24,16,26,54,66,63,48,43
1070,2015-12-07,14,21,17,14,15,10,11,14,14,15,34,43,43,42,19
1071,2015-12-08,13,21,18,13,15,11,11,22,10,6,38,56,43,53,37
1072,2015-12-09,18,19,13,13,9,18,11,21,11,11,33,61,46,48,38
1073,2015-12-10,14,23,21,13,15,10,10,13,24,14,43,60,50,47,32
1074,2015-12-11,21,18,14,21,21,19,9,24,16,23,37,55,53,44,40
1075,2015-12-12,23,16,18,17,13,19,10,25,27,13,38,73,47,49,46
1076,2015-12-13,14,23,21,26,13,15,8,19,15,22,46,71,59,43,43
1077,2015-12-14,10,15,18,6,10,7,8,15,20,15,23,65,31,37,29
1078,2015-12-15,12,18,18,19,8,8,12,17,20,18,36,61,48,41,29
1079,2015-12-16,19,21,25,13,8,11,17,20,24,14,42,50,44,44,27
1080,2015-12-17,9,21,15,11,13,10,10,20,10,17,37,60,55,44,43
1081,2015-12-18,19,31,19,26,18,15,8,20,16,19,36,52,48,55,39
1082,2015-12-19,21,17,21,17,14,15,5,31,25,22,48,69,65,51,38
1083,2015-12-20,17,14,25,7,14,11,13,24,15,18,47,64,59,76,46
1084,2015-12-21,10,13,7,22,17,17,7,22,7,15,33,52,36,37,23
1085,2015-12-22,13,21,16,14,9,7,10,20,13,18,22,60,36,38,26
1086,2015-12-23,14,19,14,19,19,6,13,23,10,15,41,54,52,45,24
1087,2015-12-24,7,25,19,14,12,18,13,16,14,22,31,61,41,55,34
1088,2015-12-25,19,29,21,21,11,15,14,20,17,19,37,65,53,39,36
1089,2015-12-26,13,19,22,11,15,15,17,14,13,14,59,66,64,45,37
1090,2015-12-27,17,29,22,22,13,15,9,24,31,23,55,70,51,44,47
1091,2015-12-28,4,22,15,10,13,7,7,14,9,12,35,46,44,48,36
1092,2015-12-29,12,17,21,14,15,12,8,19,17,20,43,48,53,39,28
1093,2015-12-30,15,25,16,17,8,16,9,23,17,26,34,56,47,42,32
1094,2015-12-31,18,25,23,28,15,8,1,18,12,15,36,53,39,53,28
1095,2016-01-01,21,31,23,17,10,13,15,18,14,20,32,61,51,46,40
1096,2016-01-02,13,20,22,23,13,14,13,29,20,22,43,52,51,52,49
1097,2016-01-03,12,34,19,23,12,17,20,22,30,25,47,61,69,63,30
1098,2016-01-04,12,17,14,13,6,11,10,25,14,23,22,44,24,32,28
1099,2016-01-05,12,22,13,18,12,12,9,20,17,20,34,58,44,40,27
1100,2016-01-06,16,16,19,13,16,13,8,14,19,18,38,43,44,39,37
1101,2016-01-07,12,22,17,14,10,9,6,19,7,19,45,62,60,37,29
1102,2016-01-08,12,23,10,18,15,8,14,15,22,28,34,49,39,36,42
1103,2016-01-09,16,24,25,10,18,14,15,18,23,17,52,60,47,44,35
1104,2016-01-10,26,24,20,17,16,13,14,13,17,23,44,63,67,49,52
1105,2016-01-11,7,23,14,12,7,7,13,20,17,12,33,54,40,40,27
1106,2016-01-12,13,22,18,21,8,9,5,21,13,8,52,56,49,40,37
1107,2016-01-13,9,22,22,11,9,9,16,17,17,9,36,54,44,30,31
1108,2016-01-14,18,18,16,15,12,18,12,18,19,27,45,49,53,44,31
1109,2016-01-15,13,22,22,24,15,15,13,21,11,23,48,52,55,42,44
1110,2016-01-16,8,15,22,13,19,8,11,22,24,21,35,63,46,38,36
1111,2016-01-17,13,24,19,14,13,13,17,37,15,25,54,65,53,51,42
1112,2016-01-18,7,17,19,16,7,8,11,20,13,12,30,51,41,34,27
1113,2016-01-19,17,14,20,15,12,12,7,10,17,12,23,42,49,35,30
1114,2016-01-20,13,14,14,13,14,16,14,19,15,14,41,54,41,45,32
1115,2016-01-21,12,11,14,13,15,7,6,17,19,25,48,49,52,37,32
1116,2016-01-22,15,17,16,13,16,12,17,21,18,21,48,56,54,61,39
1117,2016-01-23,23,24,19,20,16,16,15,23,15,17,48,66,55,53,45
1118,2016-01-24,21,14,18,19,15,11,11,21,14,22,48,58,63,67,39
1119,2016-01-25,15,19,18,18,15,8,7,17,13,13,38,48,45,35,23
1120,2016-01-26,18,24,22,9,10,7,13,10,15,27,38,53,48,47,27
1121,2016-01-27,14,30,23,11,7,8,10,19,9,18,31,57,45,33,35
1122,2016-01-28,17,18,18,20,14,9,11,20,10,18,35,48,40,48,39
1123,2016-01-29,16,23,17,18,14,17,13,26,15,22,40,57,42,42,42
1124,2016-01-30,14,27,18,14,15,15,8,31,22,13,42,64,48,47,29
1125,2016-01-31,14,19,20,19,9,6,14,21,26,13,44,76,61,71,36
1126,2016-02-01,16,13,12,12,14,11,6,11,11,24,53,45,39,36,26
1127,2016-02-02,16,20,24,17,15,13,13,17,15,21,34,65,42,46,28
1128,2016-02-03,19,15,25,14,9,17,11,20,23,17,52,72,38,61,48
1129,2016-02-04,9,23,22,12,11,22,18,32,18,21,45,59,52,49,46
1130,2016-02-05,14,26,19,20,18,10,9,29,12,28,49,77,56,67,40
1131,2016-02-06,14,26,28,17,16,13,16,15,22,26,48,76,63,56,42
1132,2016-02-07,18,33,24,24,19,10,19,27,28,35,55,70,60,72,50
1133,2016-02-08,12,16,19,15,12,11,6,15,20,12,30,55,37,42,38
1134,2016-02-09,14,27,19,17,9,12,12,26,19,21,45,57,51,44,24
1135,2016-02-10,16,29,21,19,16,13,13,17,22,13,41,60,63,38,30
1136,2016-02-11,14,27,24,20,12,8,10,27,12,20,52,65,50,44,30
1137,2016-02-12,15,28,25,15,13,11,14,26,23,20,46,62,50,60,47
1138,2016-02-13,10,35,22,27,10,17,9,22,25,22,44,63,74,57,35
1139,2016-02-14,23,24,29,21,18,18,10,19,17,21,44,72,67,61,37
1140,2016-02-15,8,15,22,13,18,9,10,10,15,14,33,50,62,33,27
1141,2016-02-16,19,20,26,21,13,12,14,23,18,12,39,74,45,35,35
1142,2016-02-17,29,21,21,11,17,11,9,21,14,18,45,58,41,44,33
1143,2016-02-18,17,21,20,15,16,13,11,22,22,23,56,71,50,54,36
1144,2016-02-19,18,36,22,19,16,20,20,20,22,20,46,64,68,56,34
1145,2016-02-20,18,36,21,18,13,16,20,28,17,26,43,81,53,57,42
1146,2016-02-21,21,21,25,18,10,18,9,18,21,24,49,65,65,63,44
1147,2016-02-22,16,21,11,11,11,12,8,14,15,17,41,43,50,43,25
1148,2016-02-23,16,18,17,14,10,12,12,17,16,19,44,49,56,53,38
1149,2016-02-24,10,21,26,22,19,10,13,23,16,10,28,55,48,68,38
1150,2016-02-25,12,20,22,17,13,17,14,30,10,19,48,55,61,51,38
1151,2016-02-26,9,24,22,19,13,12,20,32,14,27,41,78,37,50,35
1152,2016-02-27,21,22,19,22,17,25,14,23,16,16,43,69,70,68,38
1153,2016-02-28,12,29,23,20,14,18,20,27,26,22,41,56,65,56,47
1154,2016-02-29,14,18,18,14,8,8,8,10,16,12,35,42,54,39,25
1155,2016-03-01,16,27,19,30,17,17,7,37,20,19,57,77,53,49,32
1156,2016-03-02,17,28,25,20,12,11,14,22,23,16,45,79,43,43,43
1157,2016-03-03,20,28,25,23,18,22,11,24,22,27,58,85,73,59,51
1158,2016-03-04,17,30,19,18,17,19,17,30,27,23,61,68,55,72,55
1159,2016-03-05,17,41,28,19,18,17,15,47,30,37,71,89,68,71,54
1160,2016-03-06,22,32,23,29,20,15,17,37,34,27,66,106,84,69,63
1161,2016-03-07,17,21,13,27,20,16,10,18,16,13,44,49,52,50,36
1162,2016-03-08,9,31,23,21,16,13,9,18,22,19,35,86,54,47,45
1163,2016-03-09,18,26,24,21,13,19,11,26,22,28,54,61,66,64,45
1164,2016-03-10,15,33,28,20,15,8,16,16,23,30,42,73,68,54,53
1165,2016-03-11,22,28,27,19,18,20,11,23,24,23,44,75,63,55,47
1166,2016-03-12,17,35,26,29,22,16,20,27,32,22,61,89,77,61,56
1167,2016-03-13,23,36,31,23,19,24,15,28,21,27,59,87,72,66,55
1168,2016-03-14,13,18,16,21,14,12,15,24,12,17,43,58,53,60,41
1169,2016-03-15,11,18,24,24,8,19,8,18,32,17,44,59,79,45,45
1170,2016-03-16,23,26,15,24,12,26,12,33,20,20,46,61,67,56,40
1171,2016-03-17,19,28,19,20,12,13,21,30,26,21,54,72,65,60,38
1172,2016-03-18,21,28,22,25,11,21,19,29,23,23,62,86,98,62,53
1173,2016-03-19,25,29,24,28,14,19,15,43,29,35,53,96,85,61,50
1174,2016-03-20,25,27,17,27,15,18,19,37,27,23,63,78,105,83,45
1175,2016-03-21,22,23,22,17,10,11,5,20,27,24,39,72,40,43,42
1176,2016-03-22,17,29,19,27,19,15,11,36,21,18,52,66,61,43,50
1177,2016-03-23,19,27,24,23,10,19,10,34,15,20,49,56,75,49,41
1178,2016-03-24,18,23,13,22,9,13,10,26,26,23,54,73,62,57,38
1179,2016-03-25,27,28,36,18,15,26,12,29,27,23,61,82,62,65,51
1180,2016-03-26,22,22,28,13,14,26,20,31,26,34,53,92,70,71,55
1181,2016-03-27,28,34,28,23,24,22,14,38,26,26,66,71,71,66,42
1182,2016-03-28,16,25,25,22,8,11,14,21,17,26,39,52,60,47,41
1183,2016-03-29,22,36,23,26,16,15,14,23,24,30,47,69,67,54,34
1184,2016-03-30,14,27,16,19,12,19,13,30,20,31,49,59,48,60,33
1185,2016-03-31,17,24,19,15,12,8,8,31,26,22,57,68,66,59,40
1186,2016-04-01,32,38,25,21,18,22,27,42,30,27,73,92,53,80,48
1187,2016-04-02,24,34,33,18,22,22,23,27,26,32,58,106,72,68,58
1188,2016-04-03,29,37,41,24,24,31,23,24,29,48,85,88,81,84,60
1189,2016-04-04,18,30,26,17,12,18,19,21,18,19,48,76,55,44,40
1190,2016-04-05,20,29,34,19,16,23,12,28,26,24,52,75,70,68,60
1191,2016-04-06,25,27,22,22,15,19,20,30,25,26,67,76,73,49,50
1192,2016-04-07,18,38,27,20,15,18,20,23,23,30,54,88,79,64,47
1193,2016-04-08,23,40,26,21,20,17,11,39,35,36,71,85,77,81,52
1194,2016-04-09,22,40,39,22,21,27,19,35,45,33,68,104,94,89,52
1195,2016-04-10,36,42,39,31,29,20,24,31,31,33,74,98,104,77,53
1196,2016-04-11,18,30,26,21,12,11,11,30,35,23,36,62,70,50,28
1197,2016-04-12,30,29,30,15,34,8,11,28,32,25,55,81,81,66,55
1198,2016-04-13,24,22,22,31,12,17,14,37,30,30,56,73,66,59,48
1199,2016-04-14,22,50,27,28,20,21,21,30,20,24,71,83,87,63,53
1200,2016-04-15,23,31,34,26,15,21,14,42,29,30,60,87,87,74,51
1201,2016-04-16,22,39,37,31,23,27,18,29,28,38,66,117,70,70,49
1202,2016-04-17,18,41,28,29,22,19,25,50,31,35,60,105,83,90,62
1203,2016-04-18,23,18,26,23,20,10,9,27,16,23,45,77,63,52,52
1204,2016-04-19,23,22,25,28,14,20,23,21,32,24,50,79,87,53,37
1205,2016-04-20,18,32,29,24,25,26,23,22,22,29,57,61,80,59,34
1206,2016-04-21,20,37,33,29,16,17,17,32,19,32,60,74,77,63,52
1207,2016-04-22,22,31,31,32,17,21,20,21,28,17,65,99,89,80,47
1208,2016-04-23,23,26,39,26,23,22,20,39,30,27,71,105,88,78,56
1209,2016-04-24,26,43,28,37,24,22,36,37,34,29,56,114,82,95,66
1210,2016-04-25,15,33,26,21,10,17,13,24,17,28,36,68,55,68,36
1211,2016-04-26,20,31,22,30,18,21,17,24,23,24,59,82,73,76,45
1212,2016-04-27,19,25,22,24,22,17,20,28,26,19,62,90,78,74,48
1213,2016-04-28,21,28,29,31,17,17,22,34,24,32,59,75,78,66,38
1214,2016-04-29,30,31,31,27,26,19,13,40,30,31,52,86,102,74,53
1215,2016-04-30,30,42,45,20,20,17,16,46,33,31,65,86,80,73,60
1216,2016-05-01,30,46,38,34,21,22,19,47,34,31,87,87,96,87,71
1217,2016-05-02,18,24,22,27,13,9,17,36,22,13,54,72,75,61,47
1218,2016-05-03,29,29,29,36,16,24,14,29,27,25,67,90,81,88,65
1219,2016-05-04,24,28,25,28,18,18,15,38,28,36,57,86,74,70,38
1220,2016-05-05,17,27,36,26,18,16,14,47,39,29,50,98,88,56,48
1221,2016-05-06,23,46,36,23,18,16,23,26,33,50,85,100,96,75,59
1222,2016-05-07,23,41,37,30,19,17,20,35,35,26,82,100,82,89,67
1223,2016-05-08,26,37,39,31,20,21,14,44,29,50,64,107,107,87,74
1224,2016-05-09,18,31,22,18,20,11,19,31,28,24,49,76,57,58,43
1225,2016-05-10,29,23,25,23,16,16,26,33,26,38,58,108,75,67,58
1226,2016-05-11,21,23,27,26,15,18,20,44,21,24,71,71,81,65,44
1227,2016-05-12,19,22,27,23,32,19,17,28,30,24,68,89,74,87,57
1228,2016-05-13,26,44,38,31,27,12,24,48,32,20,61,111,83,83,66
1229,2016-05-14,30,39,36,36,26,29,24,36,31,36,74,104,94,98,62
1230,2016-05-15,39,37,34,41,26,24,22,35,31,46,65,103,112,91,79
1231,2016-05-16,13,24,19,20,23,20,15,31,19,28,50,73,71,66,48
1232,2016-05-17,25,26,30,31,18,10,10,26,31,28,61,76,98,65,55
1233,2016-05-18,33,29,22,24,18,13,21,27,24,26,51,84,72,58,66
1234,2016-05-19,26,33,32,21,21,21,19,43,22,32,69,82,95,74,66
1235,2016-05-20,28,31,36,35,21,18,15,40,28,43,78,99,99,90,53
1236,2016-05-21,35,44,33,34,14,23,15,29,41,28,65,93,102,85,64
1237,2016-05-22,32,28,30,28,26,33,24,34,33,40,76,110,95,83,71
1238,2016-05-23,22,25,24,24,21,12,8,11,24,28,50,69,71,60,49
1239,2016-05-24,26,39,32,26,23,18,18,31,22,31,62,89,78,62,56
1240,2016-05-25,29,37,26,28,15,21,14,21,24,31,54,62,91,60,57
1241,2016-05-26,17,40,26,24,19,15,15,19,28,27,65,89,84,82,60
1242,2016-05-27,26,23,32,28,32,20,16,33,32,41,60,100,91,87,62
1243,2016-05-28,33,29,39,20,30,23,22,33,31,34,81,93,92,84,55
1244,2016-05-29,29,47,38,32,25,17,29,35,49,39,79,139,97,91,64
1245,2016-05-30,18,27,17,12,14,15,16,20,25,26,48,78,49,51,36
1246,2016-05-31,18,31,33,29,24,12,13,27,20,19,62,91,69,78,45
1247,2016-06-01,24,37,22,22,24,20,15,31,25,33,68,105,98,78,42
1248,2016-06-02,25,34,30,35,15,24,20,31,37,29,60,83,76,85,55
1249,2016-06-03,38,42,33,27,24,15,22,41,31,31,77,104,94,76,57
1250,2016-06-04,28,49,31,36,22,22,13,50,33,28,103,109,96,90,65
1251,2016-06-05,35,42,35,36,27,37,32,47,29,43,66,124,96,94,67
1252,2016-06-06,23,40,31,35,21,17,10,25,28,22,52,59,61,58,52
1253,2016-06-07,22,40,21,24,12,29,15,35,30,30,63,95,88,79,51
1254,2016-06-08,22,29,29,21,18,11,15,45,34,28,61,83,85,71,53
1255,2016-06-09,24,40,27,21,19,24,24,37,17,26,62,85,77,81,55
1256,2016-06-10,34,36,49,34,27,32,18,38,33,25,51,106,93,84,65
1257,2016-06-11,31,42,37,28,21,20,27,41,26,45,84,96,116,103,66
1258,2016-06-12,22,44,45,33,19,31,35,50,41,38,77,131,107,101,63
1259,2016-06-13,22,41,38,24,22,15,15,26,23,24,51,68,45,67,37
1260,2016-06-14,25,39,30,27,27,17,17,34,28,18,70,91,82,69,53
1261,2016-06-15,22,43,30,32,15,25,20,26,24,35,56,97,76,74,58
1262,2016-06-16,30,37,35,36,16,23,15,23,31,27,61,95,83,82,56
1263,2016-06-17,22,46,32,32,30,24,20,48,36,35,71,115,102,102,57
1264,2016-06-18,27,36,38,35,27,17,26,44,45,44,97,108,91,92,71
1265,2016-06-19,28,38,30,44,24,32,14,44,28,38,96,124,96,100,68
1266,2016-06-20,15,22,24,29,23,18,17,28,35,21,54,71,72,59,53
1267,2016-06-21,25,44,31,21,40,15,17,34,33,39,62,86,77,69,53
1268,2016-06-22,25,39,29,27,27,17,21,30,26,19,69,100,74,82,48
1269,2016-06-23,23,32,33,31,15,26,31,42,37,37,80,106,81,81,62
1270,2016-06-24,31,44,35,38,29,25,25,43,41,31,66,120,95,78,60
1271,2016-06-25,31,58,39,38,27,20,26,49,42,36,82,98,95,69,69
1272,2016-06-26,32,37,35,44,25,24,25,41,33,38,70,123,112,80,74
1273,2016-06-27,26,32,32,30,14,18,18,24,23,18,57,71,69,56,40
1274,2016-06-28,28,39,45,34,16,20,26,37,30,39,60,85,89,77,54
1275,2016-06-29,25,34,26,29,28,22,21,39,35,33,65,79,85,74,49
1276,2016-06-30,25,41,37,36,26,25,27,24,23,30,71,92,69,91,66
1277,2016-07-01,42,48,27,38,20,22,21,42,34,37,85,108,102,96,76
1278,2016-07-02,32,34,37,41,18,26,28,39,34,43,95,106,115,100,58
1279,2016-07-03,35,54,41,43,27,35,27,43,40,42,90,138,105,109,66
1280,2016-07-04,18,31,26,27,14,27,21,42,34,27,63,72,99,65,29
1281,2016-07-05,31,37,30,34,28,34,16,34,31,31,74,92,92,72,55
1282,2016-07-06,22,42,29,36,18,25,13,40,25,40,75,88,78,91,69
1283,2016-07-07,33,35,42,27,29,23,16,34,35,34,82,102,81,84,56
1284,2016-07-08,34,45,46,40,28,35,28,44,31,34,90,106,95,103,66
1285,2016-07-09,35,53,48,47,28,28,30,40,39,33,74,91,92,102,74
1286,2016-07-10,28,45,43,32,23,23,33,52,50,52,89,134,104,113,74
1287,2016-07-11,18,32,25,29,18,20,18,38,25,36,61,80,59,65,37
1288,2016-07-12,27,28,28,24,22,24,18,24,21,24,75,104,111,71,62
1289,2016-07-13,30,42,37,31,18,17,21,33,37,36,61,106,84,75,45
1290,2016-07-14,22,34,41,32,21,24,27,26,37,29,79,106,101,101,55
1291,2016-07-15,33,32,37,33,28,26,19,46,37,34,66,105,84,81,58
1292,2016-07-16,34,44,42,30,35,24,25,41,37,39,84,111,91,97,61
1293,2016-07-17,37,37,36,31,25,25,20,38,51,42,104,113,118,113,70
1294,2016-07-18,24,32,26,23,20,21,11,26,20,22,74,77,80,60,44
1295,2016-07-19,25,36,24,35,30,17,21,38,35,29,59,86,102,90,60
1296,2016-07-20,22,48,33,33,18,22,20,29,36,41,63,102,98,68,59
1297,2016-07-21,34,41,40,27,18,22,22,45,39,30,74,86,95,87,48
1298,2016-07-22,26,35,26,32,15,19,16,36,45,42,75,127,95,87,56
1299,2016-07-23,34,47,36,27,19,31,21,40,34,38,79,107,101,109,63
1300,2016-07-24,25,38,29,39,29,31,15,41,50,53,80,115,116,93,71
1301,2016-07-25,21,38,36,19,16,9,23,32,21,27,62,89,69,55,41
1302,2016-07-26,24,37,38,33,18,19,29,32,31,35,66,92,76,69,54
1303,2016-07-27,28,33,27,35,19,19,21,36,29,38,70,74,91,71,55
1304,2016-07-28,30,42,41,39,21,25,30,29,33,36,71,103,87,84,60
1305,2016-07-29,30,36,38,35,35,17,13,36,26,44,84,109,97,97,81
1306,2016-07-30,38,49,41,30,30,16,16,47,48,40,89,105,118,90,66
1307,2016-07-31,31,50,32,54,39,25,20,41,40,48,94,119,113,84,73
1308,2016-08-01,21,30,23,19,19,16,16,28,14,32,60,69,68,49,53
1309,2016-08-02,22,42,21,26,27,21,17,34,36,19,53,93,88,83,47
1310,2016-08-03,28,30,29,19,19,19,19,31,14,21,58,91,85,55,48
1311,2016-08-04,34,33,18,33,30,23,12,31,38,30,56,118,82,74,51
1312,2016-08-05,24,36,35,32,12,22,22,32,33,34,61,87,83,77,64
1313,2016-08-06,20,43,36,25,21,17,22,48,26,40,65,136,105,107,73
1314,2016-08-07,31,32,49,27,23,25,22,30,30,36,84,118,99,94,64
1315,2016-08-08,11,37,31,32,16,23,17,31,24,18,48,80,75,54,47
1316,2016-08-09,26,25,30,20,19,13,17,40,25,22,65,92,87,66,55
1317,2016-08-10,21,29,22,28,23,17,19,29,23,20,55,81,75,78,45
1318,2016-08-11,23,39,18,24,20,23,14,32,23,34,64,81,75,84,43
1319,2016-08-12,16,37,42,29,19,22,18,24,32,32,76,111,84,71,57
1320,2016-08-13,27,30,23,28,19,26,32,33,40,39,65,97,100,84,57
1321,2016-08-14,36,31,44,42,20,29,18,34,35,39,100,116,102,92,69
1322,2016-08-15,24,30,22,15,14,20,15,24,13,25,55,86,52,64,40
1323,2016-08-16,15,31,21,31,10,24,20,23,23,30,52,87,67,90,53
1324,2016-08-17,25,30,33,19,9,16,16,41,28,28,57,72,88,75,44
1325,2016-08-18,26,38,37,28,15,26,18,29,32,24,67,93,76,87,49
1326,2016-08-19,29,27,26,32,16,14,15,36,29,25,60,109,91,80,44
1327,2016-08-20,30,31,36,25,28,21,17,45,14,23,66,97,89,97,61
1328,2016-08-21,22,35,42,32,16,25,18,42,38,32,88,110,88,97,67
1329,2016-08-22,15,27,19,23,11,12,17,26,28,22,47,72,59,52,44
1330,2016-08-23,24,34,32,27,13,22,17,39,31,27,58,94,80,73,52
1331,2016-08-24,32,32,35,28,23,17,14,37,28,25,71,85,66,61,65
1332,2016-08-25,17,23,26,31,28,24,14,34,24,32,60,97,67,70,34
1333,2016-08-26,25,36,33,41,17,22,17,47,35,35,82,79,87,76,58
1334,2016-08-27,24,48,39,36,22,20,17,44,30,34,81,100,101,72,49
1335,2016-08-28,34,34,39,41,19,22,28,57,38,25,89,125,95,85,64
1336,2016-08-29,14,21,23,19,17,27,13,34,26,29,60,82,52,67,36
1337,2016-08-30,14,26,36,25,20,18,12,30,24,26,50,82,86,65,57
1338,2016-08-31,17,31,31,28,29,26,18,31,26,34,63,81,66,67,43
1339,2016-09-01,18,37,28,30,17,25,22,39,24,35,53,97,83,68,54
1340,2016-09-02,20,34,27,29,12,27,15,29,29,29,74,96,76,76,43
1341,2016-09-03,31,40,37,29,29,22,14,30,29,24,84,116,92,86,57
1342,2016-09-04,25,39,38,26,18,22,22,35,31,30,77,115,79,52,51
1343,2016-09-05,32,19,23,17,15,16,14,25,24,17,47,79,53,51,44
1344,2016-09-06,28,34,22,23,15,14,20,26,27,27,55,86,55,62,43
1345,2016-09-07,18,32,21,20,12,16,14,23,29,27,59,74,61,60,51
1346,2016-09-08,28,30,22,31,13,21,17,24,24,36,56,87,77,84,49
1347,2016-09-09,26,28,24,29,20,17,15,27,18,23,51,90,73,76,46
1348,2016-09-10,25,27,33,30,18,17,18,37,31,39,59,93,92,75,59
1349,2016-09-11,24,35,27,32,26,22,19,29,21,33,62,106,78,91,60
1350,2016-09-12,24,29,26,16,24,23,10,21,18,20,46,69,55,54,44
1351,2016-09-13,24,33,22,24,24,16,18,24,31,23,51,66,75,69,40
1352,2016-09-14,19,31,25,18,18,12,14,37,22,29,67,88,74,78,38
1353,2016-09-15,20,24,22,20,13,16,15,35,23,21,52,83,85,68,49
1354,2016-09-16,19,33,35,37,16,19,17,39,25,32,47,84,78,61,73
1355,2016-09-17,19,37,30,30,17,16,21,36,32,34,66,89,88,71,47
1356,2016-09-18,27,34,30,34,24,24,17,34,38,30,71,104,97,74,69
1357,2016-09-19,19,23,15,21,17,14,17,24,17,18,52,89,54,46,36
1358,2016-09-20,23,31,29,26,19,31,14,31,21,29,52,79,87,62,39
1359,2016-09-21,25,22,24,19,22,17,27,27,25,29,64,84,70,60,43
1360,2016-09-22,25,39,25,25,19,26,22,23,24,20,56,74,87,87,55
1361,2016-09-23,24,33,28,30,19,17,14,25,31,37,60,101,82,70,61
1362,2016-09-24,26,43,37,26,19,19,20,31,23,34,76,107,72,71,59
1363,2016-09-25,27,43,30,34,18,18,22,43,37,28,91,90,85,101,58
1364,2016-09-26,17,23,28,18,19,22,11,20,18,28,51,88,66,59,36
1365,2016-09-27,18,29,31,36,23,20,16,27,14,35,45,78,66,60,39
1366,2016-09-28,27,27,45,23,15,12,14,36,14,28,57,79,79,62,47
1367,2016-09-29,28,34,26,25,22,13,22,28,23,27,59,76,92,79,48
1368,2016-09-30,23,41,36,37,24,21,14,38,21,27,67,93,77,85,48
1369,2016-10-01,25,22,28,22,13,25,14,33,15,24,69,88,90,78,65
1370,2016-10-02,26,39,38,24,12,20,15,31,24,32,64,97,65,86,65
1371,2016-10-03,20,24,8,20,19,12,15,27,19,17,39,53,47,53,36
1372,2016-10-04,28,24,22,29,17,9,16,27,22,27,51,69,71,73,54
1373,2016-10-05,17,28,24,24,17,18,17,28,17,29,56,76,61,55,44
1374,2016-10-06,22,27,27,26,23,18,19,19,27,33,61,103,73,82,41
1375,2016-10-07,19,33,31,25,19,20,16,26,27,36,56,97,50,72,51
1376,2016-10-08,24,40,40,37,14,16,24,24,33,28,70,88,86,76,43
1377,2016-10-09,29,39,32,30,20,12,21,40,22,30,66,93,77,64,49
1378,2016-10-10,18,21,20,19,14,14,20,20,22,16,51,69,53,55,36
1379,2016-10-11,18,40,30,32,17,21,22,27,21,24,54,64,59,53,43
1380,2016-10-12,16,22,26,18,17,15,19,25,21,28,51,78,57,54,45
1381,2016-10-13,16,31,22,31,21,17,16,30,30,33,67,77,72,65,55
1382,2016-10-14,32,28,31,28,14,15,17,37,19,34,80,91,74,61,51
1383,2016-10-15,32,31,35,30,12,21,20,29,29,36,62,79,91,75,52
1384,2016-10-16,26,33,31,29,16,18,19,36,25,37,66,118,83,69,64
1385,2016-10-17,20,30,19,15,7,18,12,26,20,27,46,81,49,54,33
1386,2016-10-18,21,18,28,27,16,12,14,31,19,23,50,87,65,56,42
1387,2016-10-19,20,28,25,16,12,9,16,25,25,26,59,87,63,62,49
1388,2016-10-20,30,37,24,22,20,12,16,18,35,27,62,69,74,78,42
1389,2016-10-21,25,25,37,30,24,25,12,44,22,25,51,88,79,63,49
1390,2016-10-22,26,31,26,19,25,17,23,38,26,32,70,82,84,76,55
1391,2016-10-23,21,38,22,25,18,17,12,29,30,27,69,93,91,73,55
1392,2016-10-24,16,22,21,28,13,15,11,29,18,21,49,77,58,46,29
1393,2016-10-25,13,24,21,31,11,19,10,30,19,21,58,88,72,55,43
1394,2016-10-26,16,15,28,24,15,12,16,27,21,24,49,96,71,62,51
1395,2016-10-27,25,30,30,16,22,26,8,22,24,25,52,81,86,53,50
1396,2016-10-28,18,26,29,24,21,23,15,27,26,20,67,86,72,55,40
1397,2016-10-29,23,38,30,40,23,19,19,21,27,33,59,91,81,67,44
1398,2016-10-30,33,25,20,22,30,25,13,28,26,29,58,96,81,71,66
1399,2016-10-31,24,20,22,17,18,10,19,24,22,25,44,66,63,58,35
1400,2016-11-01,22,27,32,27,13,13,21,25,19,27,50,82,58,74,46
1401,2016-11-02,23,26,31,25,23,19,17,27,24,27,67,79,64,77,55
1402,2016-11-03,23,34,27,19,19,18,17,33,30,13,55,81,65,70,52
1403,2016-11-04,22,38,25,34,27,16,15,29,23,21,79,78,81,66,41
1404,2016-11-05,29,43,33,26,25,21,16,34,28,42,57,94,97,67,51
1405,2016-11-06,18,43,45,28,31,16,18,35,30,41,66,104,75,70,65
1406,2016-11-07,17,30,14,12,18,17,15,23,28,21,43,80,53,55,39
1407,2016-11-08,19,21,25,18,13,13,20,38,22,31,54,71,58,64,46
1408,2016-11-09,22,21,24,23,15,19,21,18,31,23,68,96,76,67,44
1409,2016-11-10,18,20,34,29,18,25,20,23,28,37,76,84,86,66,63
1410,2016-11-11,26,43,24,31,10,25,11,31,30,33,69,86,74,95,36
1411,2016-11-12,26,39,30,21,17,24,23,37,30,27,64,86,86,77,60
1412,2016-11-13,36,44,25,25,28,19,28,41,33,34,76,96,94,77,64
